LAMMPS data file via write_data, version 12 Jun 2025, timestep = 0, units = metal

26908 atoms
1 atom types

0.5448454285885873 125.0051545714114 xlo xhi
0.5433377502536061 125.00666224974664 ylo yhi
-40.5 68.85 zlo zhi

Masses

1 26.982

Atoms # atomic

454 1 6.527285364396227 6.565852761658403 24.638499786322456 0 0 0
2 1 2.859181404850564 2.4778545664405005 -0.4769786210676301 0 0 0
472 1 4.5537553578761 10.837834154747023 26.8531300110958 0 0 0
434 1 2.5785707057043123 2.6661216820555502 24.373835104944206 0 0 0
469 1 4.559765108526024 8.55549457598098 24.59376169160514 0 0 0
8 1 4.713999814441185 2.679914759951504 1.621757496236981 0 0 0
504 1 14.680882687944006 16.562893637699776 26.451275490753517 0 0 0
19 1 2.5042120330360524 4.5463604882774575 1.7023538869342687 0 0 0
21 1 4.547840688319992 4.648952733196111 -0.34112250712382064 0 0 0
458 1 10.615253360265843 6.48882986859474 24.565886641737023 0 0 0
74 1 2.718863176570633 2.7197423358143498 3.707923132629155 0 0 0
121 1 0.5549635130641217 12.568449436039216 3.687558449409053 0 0 0
233 1 0.6101980200477044 4.441937846511889 11.915153167019035 0 0 0
93 1 4.768319118283474 4.553981207190802 3.7592615705827797 0 0 0
6 1 6.577117947265518 2.5240308580203417 -0.34406938140867993 0 0 0
108 1 0.6122330949335151 10.553671668603627 5.713110828774745 0 0 0
124 1 0.7274962899956563 14.606766864402715 5.803306523703341 0 0 0
10 1 10.598677620264809 2.539851632250488 -0.23369950864634603 0 0 0
467 1 2.6147961395636954 8.663507925744153 26.749391720663752 0 0 0
12 1 8.615210677792973 2.454442911426021 1.7921714284581327 0 0 0
23 1 6.613379069313634 4.573687935534502 1.5684488063321638 0 0 0
25 1 8.68511398637607 4.52506982974889 -0.3724829578695861 0 0 0
27 1 10.53665972695101 4.537718379236604 1.6532891947118031 0 0 0
78 1 6.53312345345301 2.4265555813987705 3.642081345190263 0 0 0
466 1 2.5729207370043987 10.64645509855571 24.65985662677282 0 0 0
82 1 10.625751445058317 2.455022853580321 3.809992643452482 0 0 0
